111282,1001
111415,1001
111498,1001
111730,3001
111787,2001
111800,3001
111827,2001
111910,1001
111914,2001
111946,3001
112057,5001
112074,4001
112134,2001
112344,4001
112421,1001
112511,5001
112596,1001
112716,3001
112819,2001
112874,5001
112889,4001
113124,5001
113156,3001
113215,5001
113258,1001
113290,3001
113363,4001
113448,3001
113466,3001
113678,4001
114030,1001
114032,2001
114218,1001
114227,4001
114311,1001
114534,1001
114577,1001
114635,5001
114703,5001
114716,4001
114876,5001
114924,1001
114985,4001
114988,4001
115005,2001
115131,2001
115166,5001
115188,4001
115479,3001
115556,5001
115593,2001
115623,2001
115718,1001
115956,4001
115993,4001
116012,3001
116121,5001
116190,1001
116208,4001
116247,2001
116257,4001
116319,2001
116330,3001
116508,2001
116577,5001
116807,1001
116836,3001
116973,5001
117011,5001
117115,2001
117145,4001
117234,3001
117295,4001
117317,2001
117478,4001
117564,4001
117689,1001
117726,3001
118022,5001
118121,5001
118173,1001
118358,3001
118448,5001
118461,5001
118477,5001
118804,3001
118826,5001
118954,4001
119028,4001
119216,1001
119308,2001
119421,3001
119622,5001
119671,4001
119773,5001
119778,3001
119844,4001
120050,4001
120054,4001
120103,1001
120277,1001
120385,1001
120588,5001
120694,4001
120771,1001
120857,5001
120907,2001
121050,2001
121176,4001
121236,5001
121273,4001
121324,4001
121372,1001
121511,1001
121519,1001
121547,2001
121626,1001
121709,5001
121742,1001
121759,2001
121832,5001
121961,4001
121982,1001
122000,5001
122052,1001
122141,1001
122215,5001
122334,3001
122373,2001
122512,1001
122539,1001
122542,3001
122677,1001
122719,1001
122757,4001
122888,3001
122893,5001
122919,2001
123086,5001
123171,2001
123286,2001
123363,2001
123393,1001
123646,1001
123736,2001
123867,5001
123993,4001
124019,1001
124057,1001
124170,1001
124230,2001
124256,2001
124416,3001
124465,4001
124626,2001
124710,4001
124729,2001
124763,2001
124832,1001
124853,4001
124913,4001
125041,2001
125072,1001
125116,2001
125195,4001
125204,1001
125239,2001
125400,4001
125673,4001
126086,5001
126116,1001
126194,2001
126221,2001
126289,1001
126462,1001
126541,1001
126609,3001
126793,5001
126834,2001
126836,4001
126938,4001
127222,5001
127317,3001
127434,5001
127514,4001
127541,4001
127558,3001
127564,1001
127638,1001
127666,2001
127763,2001
127882,1001
127904,4001
127957,5001
128085,1001
128367,2001
128469,4001
128495,5001
128565,3001
128657,4001
128690,1001
128744,5001
128796,4001
128798,5001
128928,5001
128980,1001
129020,2001
129021,2001
129183,4001
129326,1001
129399,2001
129411,2001
129446,3001
129479,1001
129640,5001
129690,2001
129751,1001
129761,1001
129793,4001
129854,1001
129894,1001
129942,2001
130289,5001
130314,1001
130372,5001
130437,4001
130461,1001
130518,2001
130519,2001
130641,5001
130831,2001
130864,5001
130896,1001
130953,4001
131132,5001
131560,4001
131600,2001
131647,3001
131725,4001
131751,2001
131884,1001
132132,5001
132177,2001
132236,3001
132451,1001
132534,2001
132572,5001
133035,3001
133064,5001
133163,1001
133288,1001
133290,4001
133309,3001
133494,5001
133567,2001
133611,5001
133641,5001
133652,2001
133725,3001
133773,1001
133816,4001
133859,2001
134270,1001
134362,1001
134431,2001
134465,1001
134470,2001
134625,1001
134659,2001
134814,5001
134894,5001
134915,5001
135004,4001
135092,4001
135111,3001
135120,5001
135153,4001
135181,5001
135271,3001
135301,1001
135319,5001
135522,4001
135629,5001
135784,5001
135820,5001
135824,3001
135923,3001
136068,4001
136069,1001
136084,5001
136124,4001
136125,2001
136163,3001
136203,1001
136421,5001
136447,4001
136449,5001
136491,1001
136848,3001
137047,2001
137063,5001
137093,5001
137214,2001
137429,1001
137485,5001
137690,4001
137698,1001
137763,3001
137775,5001
137925,1001
137939,2001
138017,1001
138040,4001
138182,4001
138387,4001
138430,3001
138464,2001
138536,4001
138643,1001
138668,3001
138700,2001
138733,1001
138804,1001
138836,3001
138888,5001
138961,1001
139077,1001
139129,5001
139218,2001
139295,3001
139361,5001
139424,2001
139751,4001
140000,1001
140023,3001
140035,5001
140070,3001
140139,4001
140423,1001
140428,1001
140430,5001
140520,5001
140539,1001
140558,1001
140565,3001
140631,2001
140829,2001
140830,1001
140914,2001
141190,4001
141292,2001
141424,1001
141483,3001
141544,2001
141649,2001
141664,2001
142003,2001
142023,3001
142163,1001
142171,1001
142309,1001
142364,4001
142368,2001
142463,4001
142802,4001
142828,1001
142852,5001
142910,5001
143029,5001
143044,3001
143048,2001
143158,4001
143240,3001
143310,5001
143428,1001
143463,5001
143470,2001
143471,1001
143547,5001
143703,2001
143737,3001
143762,5001
143789,5001
143982,5001
144449,5001
144493,5001
144665,4001
144747,5001
144841,1001
144930,1001
145054,2001
145110,1001
145229,3001
145334,5001
145564,2001
145582,2001
145652,3001
145816,5001
145875,2001
146005,1001
146120,1001
146219,1001
146363,2001
146541,3001
146607,5001
146729,1001
146746,3001
146754,1001
146857,2001
146859,1001
147207,5001
147300,5001
147319,4001
147441,5001
147617,5001
147641,2001
147658,5001
147663,1001
147682,2001
147896,1001
148119,4001
148170,4001
148208,4001
148277,1001
148308,5001
148328,2001
148549,1001
148609,2001
148634,2001
149248,3001
149294,2001
149406,1001
149429,4001
149487,1001
149581,4001
149584,2001
149672,3001
149772,5001
149800,1001
149862,3001
149878,1001
149907,4001
149938,4001
150423,2001
150717,3001
150748,1001
150881,1001
150983,2001
151117,4001
151163,2001
151331,3001
151344,1001
151347,1001
151350,4001
151353,3001
151356,2001
151387,1001
151424,1001
151465,5001
151567,2001
151580,5001
151598,4001
151735,4001
151806,1001
151847,1001
151859,5001
152063,5001
152078,3001
152080,5001
152095,4001
152099,2001
152125,1001
152211,4001
152218,4001
152267,1001
152274,4001
152454,1001
152645,5001
152719,3001
152743,1001
152782,2001
152918,3001
152975,4001
153421,2001
153604,5001
153656,2001
153742,2001
153769,4001
153784,4001
153955,1001
154044,4001
154167,2001
154198,1001
154229,2001
154258,5001
154262,5001
154308,4001
154317,2001
154392,1001
154428,3001
154647,1001
154664,4001
154712,3001
154726,3001
154794,5001
154927,4001
154943,3001
154967,3001
155042,5001
155118,4001
155188,4001
155255,2001
155310,4001
155361,2001
155369,5001
155436,4001
155488,1001
155641,1001
155797,1001
155808,2001
155825,5001
155893,1001
155907,1001
155999,2001
156032,4001
156061,4001
156212,4001
156222,1001
156519,4001
156547,2001
156736,3001
156858,1001
156908,4001
156949,2001
157115,4001
157189,2001
157354,5001
157364,4001
157402,5001
157434,4001
157445,4001
157513,1001
157584,1001
157722,2001
157758,4001
157868,5001
157872,1001
157899,5001
157926,5001
158037,3001
158089,5001
158133,2001
158214,4001
158288,3001
158374,2001
158418,5001
158421,4001
158487,1001
158491,4001
158610,5001
158637,5001
158638,1001
158659,3001
158678,4001
158701,4001
158735,5001
158748,4001
158940,3001
159193,1001
159220,2001
159251,4001
159294,2001
159341,1001
159403,3001
159448,1001
159519,5001
159525,1001
159681,2001
159957,4001
160159,1001
160176,5001
160386,1001
160439,4001
160598,1001
160624,1001
160729,4001
160745,5001
160766,4001
160848,4001
160930,2001
161114,2001
161126,2001
161193,3001
161255,4001
161309,1001
161363,5001
161473,3001
161500,1001
161699,5001
161930,1001
162327,5001
162362,5001
162387,1001
162415,5001
162447,3001
162528,2001
162649,3001
162711,3001
162793,1001
162803,4001
162832,1001
162987,4001
163167,2001
163390,5001
163444,1001
163560,5001
163598,3001
163618,2001
163704,2001
163729,1001
163804,2001
163824,3001
163832,1001
163844,4001
163854,3001
163872,5001
163878,3001
163904,2001
163915,3001
164203,2001
164248,4001
164298,4001
164443,3001
164453,4001
164475,3001
164640,5001
164707,1001
164715,3001
164746,4001
164763,1001
164905,4001
164995,1001
165216,4001
165302,2001
165359,2001
165491,5001
165539,1001
165673,4001
165890,1001
165915,3001
165961,3001
166133,1001
166323,1001
166516,2001
166576,2001
166605,1001
166630,4001
166652,2001
166668,3001
166682,3001
166715,2001
166718,1001
166863,5001
166889,2001
166985,5001
167082,3001
167208,4001
167414,2001
167416,1001
167643,4001
167682,1001
167711,4001
167712,2001
167795,5001
167844,3001
167985,1001
168004,1001
168160,3001
168288,2001
168341,1001
168379,2001
168622,5001
168624,3001
168810,4001
168840,5001
168906,5001
169094,1001
169096,1001
169102,1001
169423,1001
169525,3001
169607,1001
169638,1001
169700,1001
169764,1001
169861,3001
169904,5001
169907,2001
170064,1001
170511,2001
170529,4001
170615,1001
170622,1001
170646,2001
170830,1001
170880,5001
171100,1001
171252,5001
171308,4001
171402,4001
171693,1001
171729,3001
171740,2001
171783,1001
171987,2001
172107,5001
172188,5001
172234,5001
172354,4001
172381,3001
172384,1001
172494,5001
172533,1001
172594,1001
172628,4001
172751,1001
173003,4001
173011,4001
173025,5001
173078,1001
173081,2001
173093,1001
173104,4001
173375,5001
173405,5001
173479,1001
173592,4001
173710,5001
173830,3001
173880,1001
173913,2001
174009,2001
174433,1001
174495,4001
174708,1001
174759,5001
174813,5001
174999,2001
175109,1001
175132,5001
175253,1001
175270,1001
175376,4001
175418,5001
175535,5001
175539,4001
175611,1001
175762,2001
176143,1001
176152,3001
176240,4001
176301,1001
176323,5001
176463,2001
176473,4001
176603,2001
176667,2001
176670,5001
176683,4001
176890,4001
176898,3001
177006,3001
177043,4001
177048,2001
177098,4001
177173,1001
177225,1001
177282,5001
177420,1001
177622,4001
177694,4001
177750,5001
177863,3001
177900,5001
177986,1001
178084,2001
178092,4001
178167,4001
178381,2001
178558,1001
178566,2001
178701,3001
178857,3001
178966,3001
178973,1001
178988,2001
179002,5001
179065,1001
179154,3001
179313,2001
179314,5001
179414,3001
179790,3001
179950,3001
179955,4001
180010,3001
180125,1001
180178,3001
180241,5001
180348,1001
180396,3001
180501,1001
180551,2001
180712,3001
180740,4001
180803,4001
180832,5001
180889,3001
181006,4001
181086,4001
181256,2001
181309,5001
181350,5001
181463,4001
181520,4001
181572,3001
181654,1001
181697,4001
181757,2001
181782,4001
181983,1001
182002,1001
182298,2001
182309,4001
182336,2001
182452,5001
182503,2001
182658,4001
182701,4001
182921,2001
183012,4001
183034,2001
183107,4001
183132,1001
183188,2001
183223,1001
183291,4001
183568,4001
183618,1001
183629,2001
183726,1001
183794,1001
183872,5001
183935,1001
183997,5001
184015,2001
184193,3001
184414,4001
184423,1001
184574,2001
184907,1001
184929,1001
184957,1001
184988,2001
185056,4001
185069,3001
185285,4001
185344,5001
185427,2001
185499,5001
185510,4001
185523,5001
185575,4001
185592,2001
185713,5001
185778,1001
185818,2001
185922,1001
186042,1001
186080,1001
186170,1001
186253,3001
186389,1001
186429,4001
186513,3001
186533,4001
186703,1001
186765,5001
186783,2001
186798,2001
186853,2001
186873,4001
186886,4001
187217,5001
187452,4001
187568,1001
187633,3001
187740,3001
188073,3001
188138,4001
188175,5001
188298,2001
188467,5001
188492,1001
188540,5001
188574,3001
188610,3001
188696,1001
188788,3001
189210,1001
189219,3001
189265,3001
189342,1001
189393,1001
189620,2001
189719,1001
189866,3001
189938,4001
189952,5001
189956,1001
189972,3001
189987,3001
190082,4001
190141,5001
190248,2001
190471,1001
190504,4001
190553,1001
190573,1001
190673,2001
190732,4001
190748,2001
190845,1001
190862,1001
190980,3001
191043,5001
191046,1001
191129,5001
191142,2001
191272,5001
191404,1001
